,Record ID,Store Name,Store Type,Street Number,Street Name,Additional Address,City,State,Zip Code,Zip4,County,Latitude,Longitude,Authorization Date,End Date,enter,exit,enter_exit
583984,1108110,DK Marks LLC/Save-a-lot 24982,Supermarket,308,William St, ,Elmira,NY,14901,2830,CHEMUNG,42.09256,-76.80149,2013-08-27,,0,0,0
583987,350648,Dollar General 8958,Combination Grocery/Other,363,College Ave, ,Elmira,NY,14901,2723,CHEMUNG,42.09035,-76.81076,2004-07-08,,0,0,0
583988,331848,Dollar General 9657,Combination Grocery/Other,1371,College Ave,Ste A,Elmira,NY,14901,1135,CHEMUNG,42.11528,-76.82189,2004-07-12,,0,0,0
583989,582677,Dollar General 8364,Combination Grocery/Other,801,Lake St, ,Elmira,NY,14901,2302,CHEMUNG,42.10073,-76.80443,2004-07-12,,0,0,0
583990,305882,Dollar General 8106,Combination Grocery/Other,1146,Broadway St, ,Elmira,NY,14904,2502,CHEMUNG,42.05703,-76.81908,2004-07-12,,0,0,0
583991,825882,Dollar General 10820,Combination Grocery/Other,1808,W Water St, ,Elmira,NY,14905,1849,CHEMUNG,42.08139,-76.85801,2007-06-29,,0,0,0
583992,829907,Dollar General 10705,Combination Grocery/Other,3164,Lake Rd,,Horseheads,NY,14845,3103,CHEMUNG,42.14418,-76.81475,2007-08-15,,0,0,0
583993,864102,Dollar General 11195,Combination Grocery/Other,3695,Front St, ,Wellsburg,NY,14894, ,CHEMUNG,42.01631,-76.727,2008-08-26,,0,0,0
583994,1211839,Dollar General 15843,Combination Grocery/Other,3622,Watkins Rd, ,Pine Valley,NY,14872,9745,CHEMUNG,42.22287,-76.84633,2015-09-11,,0,0,0
583995,1253574,Dollar General 16566,Combination Grocery/Other,658,Main St, ,Breesport,NY,14816, ,CHEMUNG,42.17352,-76.73522,2016-07-21,,0,0,0
583996,1370237,Dollar General 19976,Combination Grocery/Other,391,State Route 414, ,Beaver Dams,NY,14812,9114,CHEMUNG,42.2515,-76.95694,2019-06-26,,1,0,0
583997,1379354,Dollar General 20329,Combination Grocery/Other,1817,Pennsylvania Ave, ,Pine City,NY,14871,9141,CHEMUNG,42.00621,-76.89732,2019-09-16,,1,0,0
583998,1381514,Dollar General 20645,Combination Grocery/Other,113,Old Ithaca Rd, ,Horseheads,NY,14845,1769,CHEMUNG,42.17474,-76.8176,2019-10-07,,1,0,0
583999,772511,DOLLAR TREE 1415,Combination Grocery/Other,830,COUNTY ROUTE 64,Box 3,ELMIRA,NY,14903, ,CHEMUNG,42.1541,-76.87977,2005-11-30,,0,0,0
584000,857532,DOLLAR TREE 904,Combination Grocery/Other,299,S Main St,Ste 1,Elmira,NY,14904,1393,CHEMUNG,42.08258,-76.80486,2008-06-20,,0,0,0
584001,963280,E-Z Food Mart  ,Convenience Store,502,Broadway St, ,Elmira,NY,14904,1600,CHEMUNG,42.07425,-76.81287,2010-12-08,,0,0,0
584002,765613,East Side Market - FM  ,Farmers' Market,760,E Water St, ,Elmira,NY,14901,3398,CHEMUNG,42.0892,-76.79342,2005-09-09,2020-08-20,0,1,0
584003,765613,East Side Market - FM  ,Farmers' Market,760,E Water St, ,Elmira,NY,14901,3398,CHEMUNG,42.0892,-76.79342,2020-08-31,,1,0,0
584004,1320783,Eastside Quick Stop  ,Convenience Store,951,Lake St, ,Elmira,NY,14901,1555,CHEMUNG,42.10344,-76.8048,2018-07-17,,1,0,0
584010,888904,Family Dollar 1724,Combination Grocery/Other,1600,Cedar St, ,Elmira,NY,14904, ,CHEMUNG,42.05796,-76.79424,2009-03-21,,0,0,0
584011,889271,Family Dollar 5066,Combination Grocery/Other,1141,Broadway St,,Elmira,NY,14904,2542,CHEMUNG,42.05729,-76.81888,2009-03-25,,0,0,0
584012,889274,Family Dollar 5204,Combination Grocery/Other,1020,Center St,Ste 8,Horseheads,NY,14845,2774,CHEMUNG,42.15684,-76.82287,2009-03-25,,0,0,0
584013,921837,Family Dollar 3392,Combination Grocery/Other,322,William St, ,Elmira,NY,14901,2830,CHEMUNG,42.09256,-76.80149,2009-10-22,,0,0,0
584014,1087577,Family Dollar Store 10194,Combination Grocery/Other,100,W Chemung Pl, ,Elmira,NY,14904,1304,CHEMUNG,42.0849,-76.80414,2013-01-09,,0,0,0
584015,1349131,Fastrac EG LLC 230,Convenience Store,2204,College Ave, ,Elmira,NY,14903,1288,CHEMUNG,42.13115,-76.82643,2018-12-12,,1,0,0
584019,1034513,Gerow's Dairy  ,Convenience Store,98,Old Ithaca Rd, ,Horseheads,NY,14845,1768,CHEMUNG,42.174,-76.8177,2012-03-27,,0,0,0
584022,315119,GOOD EARTH  ,Convenience Store,2068,College Ave, ,Elmira Heights,NY,14903,1651,CHEMUNG,42.12263,-76.824,1930-01-01,2019-02-22,0,1,0
584023,1269038,Gorrdon LLC - 7 Eleven 35122A 35122A,Convenience Store,221,Oakwood Ave, ,Elmira,NY,14903,1633,CHEMUNG,42.12798,-76.8271,2017-01-11,,0,0,0
584027,1129988,Harnas Readi Mart  ,Convenience Store,435,Sing Sing Rd, ,Horseheads,NY,14845,1182,CHEMUNG,42.17198,-76.89104,2014-03-06,2019-08-15,0,1,0
584039,434574,Joe's Kwik Mart 462,Convenience Store,300,Maple Ave, ,Elmira,NY,14904,1429,CHEMUNG,42.08576,-76.79832,1994-02-16,,0,0,0
584041,308972,JUBILEE FOODS  ,Super Store,2898,Westinghouse Rd, ,Horseheads,NY,14845,8196,CHEMUNG,42.17621,-76.83787,2000-06-08,2020-02-12,0,1,0
584042,246732,Kmart 7065,Super Store,1020,Center St, ,Horseheads,NY,14845,2774,CHEMUNG,42.15684,-76.82287,2000-08-21,2020-05-21,0,1,0
584043,1073886,Lake Road Food Mart Inc  ,Convenience Store,3054,Lake Rd, ,Horseheads,NY,14845,3102,CHEMUNG,42.13598,-76.8128,2012-11-15,,0,0,0
584048,1471263,Maggie Lus Llc  ,Convenience Store,319,Pennsylvania Ave,,Elmira,NY,14904,1456,CHEMUNG,42.08218,-76.80129,2021-11-02,,0,0,0
584050,851434,MAINE HARVEST SEAFOOD  ,Seafood Specialty,650,Pennsylvania Ave, ,Elmira,NY,14904,2242,CHEMUNG,42.07137,-76.8056,2008-05-01,,0,0,0
584051,1466028,Maple Ave. Quick Stop  ,Convenience Store,1137,Maple Ave,,Elmira,NY,14904,2809,CHEMUNG,42.07109,-76.78655,2021-11-16,,0,0,0
584053,1228262,Mcclure's Deli  ,Meat/Poultry Specialty,1335,College Ave, ,Elmira,NY,14901,1133,CHEMUNG,42.11195,-76.82075,2015-12-14,2021-08-23,0,0,0
584058,530739,MINIER'S  ,Supermarket,84,Canal St,,Big Flats,NY,14814,8968,CHEMUNG,42.14077,-76.93661,1970-11-17,,0,0,0
584062,606702,ON THE WAY  ,Convenience Store,102,S Main St, ,Elmira,NY,14904,1309,CHEMUNG,42.08435,-76.8057,1998-11-05,,0,0,0
584075,654025,QUICK STOP BEVERAGE AND GROCERY  ,Convenience Store,1331,College Ave, ,Elmira,NY,14901,1133,CHEMUNG,42.11156,-76.82062,2009-10-30,,0,0,0
584080,1435174,Renkos  ,Small Grocery Store,250,E 14th St,,Elmira,NY,14903,1320,CHEMUNG,42.12949,-76.82189,2021-02-16,,1,0,0
584082,1037293,Rinku Food Mart Inc  ,Convenience Store,361,Walnut St, ,Elmira,NY,14901,2634,CHEMUNG,42.08861,-76.81825,2012-02-09,2017-11-29,0,1,0
584086,590920,Rite Aid 10886,Combination Grocery/Other,119,W 2nd St, ,Elmira,NY,14901,2729,CHEMUNG,42.09161,-76.80865,2000-04-25,,0,0,0
584087,472619,Rite Aid 10887,Combination Grocery/Other,209,Mount Zoar St, ,Elmira,NY,14904,1231,CHEMUNG,42.07937,-76.80411,2000-07-17,,0,0,0
584088,595705,Rite Aid 10881,Combination Grocery/Other,2898,Westinghouse Rd,Ste 508,Horseheads,NY,14845,8118,CHEMUNG,42.17621,-76.83787,2000-07-25,,0,0,0
584089,478312,Rite Aid 10880,Combination Grocery/Other,2144,Grand Central Ave, ,Horseheads,NY,14845,8260,CHEMUNG,42.15537,-76.8213,2000-10-12,,0,0,0
584090,933576,Rite Aid 00260,Combination Grocery/Other,1000,Pennsylvania Ave, ,Elmira,NY,14904,2609,CHEMUNG,42.06021,-76.81135,2010-01-08,,0,0,0
584092,1424362,Rs Food Mart Inc  ,Convenience Store,804,Lake St,,Elmira,NY,14901,2303,CHEMUNG,42.10021,-76.8042,2020-11-09,,1,0,0
584093,1129842,Ruta Convenient Food Mart  ,Convenience Store,252,Oakwood Ave, ,Elmira,NY,14903,1229,CHEMUNG,42.12998,-76.82665,2014-04-23,2018-12-20,0,1,0
584094,1281424,"S & H Food Mart, Llc/ Sammy's Quick Stop  ",Convenience Store,361,Walnut St, ,Elmira,NY,14901,2634,CHEMUNG,42.08833,-76.8181,2017-05-24,,1,0,0
584096,878036,Sam's Club 6431,Super Store,830,County Route 64,"Consumer Square Plaza, Bldg 2",Elmira,NY,14903, ,CHEMUNG,42.15442,-76.87878,2009-01-07,,0,0,0
584099,380384,Schwans Home Service 110140,Delivery Route,230,LATTA BROOK INDUSTRIAL PK, ,HORSEHEADS,NY,14845, ,CHEMUNG,42.14206,-76.80591,1990-09-06,,0,0,0
584100,1266163,Schwebels Bakery Outlet 52,Combination Grocery/Other,19,Palmer Rd N, ,Big Flats,NY,14814,8939,CHEMUNG,42.1445,-76.93247,2017-02-13,2019-09-23,0,1,0
584104,229708,SHEPHERD'S FOOD MARKET  ,Medium Grocery Store,1445,Pennsylvania Ave, ,Pine City,NY,14871,9272,CHEMUNG,42.04207,-76.85776,2000-01-27,2017-11-29,0,1,0
584105,861751,SHINING ELMIRA INC  ,Convenience Store,639,W Church St, ,Elmira,NY,14905,2427,CHEMUNG,42.0856,-76.82256,2008-08-19,2019-08-26,0,1,0
584106,1380628,Shining Elmira Inc  ,Convenience Store,639,W Church St,,Elmira,NY,14905,2427,CHEMUNG,42.0856,-76.82255,2019-11-06,,1,0,0
584111,1214214,Southside Convenience Store  ,Convenience Store,403,Broadway St, ,Elmira,NY,14904,1626,CHEMUNG,42.07756,-76.81149,2015-09-28,2019-05-05,0,1,0
584112,684295,Speedway 9953,Convenience Store,606,S Main St, ,Horseheads,NY,14845,2507,CHEMUNG,42.16295,-76.81793,1995-01-30,,0,0,0
584113,951926,Speedway 9928,Convenience Store,2150,Grand Central Ave, ,Horseheads,NY,14845,8260,CHEMUNG,42.15591,-76.82138,2010-05-25,,0,0,0
584114,955847,Speedway 9967,Convenience Store,3301,Chambers Rd, ,Horseheads,NY,14845,1401,CHEMUNG,42.15927,-76.87823,2010-06-18,,0,0,0
584115,1221319,Speedway Llc 07749,Convenience Store,2457,Corning Rd, ,Elmira,NY,14903,1049,CHEMUNG,42.14816,-76.83275,2015-12-17,,0,0,0
584120,1348337,Subhan Quickstop Inc.  ,Small Grocery Store,406A,Walnut St, ,Elmira,NY,14901,2407,CHEMUNG,42.08899,-76.81834,2018-12-21,,1,0,0
584144,794691,Target 2158,Super Store,930,County Road 64, ,Elmira,NY,14903,9704,CHEMUNG,42.15424,-76.87312,2006-07-01,,0,0,0
584145,1472569,The Golden Calf Artisan Meat Market  ,Small Grocery Store,707,S Main St,,Horseheads,NY,14845,2549,CHEMUNG,42.16209,-76.81711,2021-11-10,,0,0,0
584152,554155,TOPS  551,Supermarket,299,S Main St, ,Elmira,NY,14904,1393,CHEMUNG,42.08258,-76.80486,1996-10-01,2018-10-23,0,1,0
584153,598667,Tops Markets 578,Supermarket,1600,Cedar St,Ste 1,Elmira,NY,14904,2948,CHEMUNG,42.05796,-76.79424,1970-12-07,,0,0,0
584154,366974,Tops Markets 542,Supermarket,830,Consumer Sq Plaza Rt 64,,Elmira,NY,14903,9717,CHEMUNG,42.1535,-76.88206,1993-09-29,,0,0,0
584157,1098556,Uncle Jack's 2  ,Convenience Store,1412,Maple Ave, ,Elmira,NY,14904,3008,CHEMUNG,42.06118,-76.78427,2013-07-17,,0,0,0
584158,1098547,Uncle Jacks  ,Convenience Store,1857,W Water St, ,Elmira,NY,14905,1852,CHEMUNG,42.08352,-76.86174,2013-06-25,,0,0,0
584161,848503,WALGREENS 10864,Combination Grocery/Other,402,N Main St, ,Elmira,NY,14901,2104,CHEMUNG,42.09175,-76.80921,2008-03-14,,0,0,0
584162,848506,WALGREENS 10865,Combination Grocery/Other,424,S Main St, ,Elmira,NY,14904,1314,CHEMUNG,42.07838,-76.80313,2008-03-14,2019-11-17,0,1,0
584163,440154,Walmart SUPERCENTER 1976,Super Store,1400,County Route 64, ,Horseheads,NY,14845,2297,CHEMUNG,42.16007,-76.85783,2001-09-27,,0,0,0
584164,637010,Wegmans 70,Supermarket,1100,Clemens Center Pkwy, ,Elmira,NY,14901,1563,CHEMUNG,42.10577,-76.81109,1996-02-12,,0,0,0
584165,433873,Weis Markets 116,Supermarket,401,N Main St, ,Elmira,NY,14901,2103,CHEMUNG,42.09207,-76.80947,1984-02-16,,0,0,0
646144,1426311,7 Eleven Store #40207 40207,Convenience Store,814,N Franklin St, ,Watkins Glen,NY,14891,1327,SCHUYLER,42.37758,-76.87146,2020-10-14,,1,0,0
646146,923032,APLUS 40207H,Convenience Store,814,N Franklin St, ,Watkins Glen,NY,14891,1327,SCHUYLER,42.37745,-76.87174,2009-12-16,2020-10-13,0,1,0
646147,923032,APLUS 40207H,Convenience Store,814,N Franklin St, ,Watkins Glen,NY,14891,1327,SCHUYLER,42.37745,-76.87174,2020-10-16,,1,0,0
646150,506692,CVS PHARMACY  5016,Combination Grocery/Other,506,S Franklin St, ,Watkins Glen,NY,14891,1524,SCHUYLER,42.36966,-76.86753,2000-09-25,,0,0,0
646151,487739,Dandy Mini Mart 38,Convenience Store,102,E Main St, ,ODESSA,NY,14869, ,SCHUYLER,42.33657,-76.78913,2000-10-04,,0,0,0
646152,853933,Dandy Mini Mart 31,Convenience Store,6034,Route 13, ,Cayuta,NY,14824,9734,SCHUYLER,42.29363,-76.71366,2008-05-23,,0,0,0
646153,919857,Dandy Mini Mart 49,Convenience Store,4083,Lake St, ,Burdett,NY,14818,9601,SCHUYLER,42.42053,-76.84294,2009-11-12,,0,0,0
646154,1022361,Dandy Mini Mart 55,Convenience Store, ,Tichenor Rd - NYS Rt 414, ,Hector,NY,14841, ,SCHUYLER,42.50365,-76.83349,2011-12-13,,0,0,0
646158,744310,Dollar General 6915,Combination Grocery/Other,142,N Catherine St, ,Montour Falls,NY,14865,9664,SCHUYLER,42.34989,-76.84599,2005-02-16,,0,0,0
646159,1435361,Dollar General 21908,Combination Grocery/Other,365,County Road 23, ,Dundee,NY,14837,9506,SCHUYLER,42.4224,-77.08437,2021-01-04,,1,0,0
646168,1193783,Lindas Gas  ,Convenience Store,127,N Catherine St, ,Montour Falls,NY,14865,9511,SCHUYLER,42.34869,-76.84549,2015-05-07,,0,0,0
646169,562859,Maphis Grocery  ,Convenience Store,5290,County Road 14, ,Odessa,NY,14869,9731,SCHUYLER,42.31342,-76.7889,1976-12-10,2019-09-09,0,1,0
646172,1288940,Montour Falls Farmers Market  ,Farmers' Market,,Fireman's Field,State Route 224,Montour Falls,NY,14865,9517,SCHUYLER,42.34651,-76.84702,2017-07-05,,1,0,0
646173,1416782,Montour Market ,Convenience Store,401,W Main St, ,Montour Falls,NY,14865,9624,SCHUYLER,42.34551,-76.84881,2020-09-30,,1,0,0
646184,1119082,Shop Of Surprises  ,Convenience Store,4895,County Route 26, ,Wayne,NY,14893,9502,SCHUYLER,42.47119,-77.10466,2013-12-12,2021-03-30,0,1,0
646188,1450616,Sunset View Farmers Market NAFMNP,Farmers' Market,1618A,County Road 15,,Odessa,NY,14869,9722,SCHUYLER,42.31183,-76.78485,2021-05-09,,1,0,0
646189,252068,Tops Markets 576,Supermarket,504,S Franklin St, ,Watkins Glen,NY,14891,1524,SCHUYLER,42.3694,-76.86742,1994-11-01,,0,0,0
646193,457922,Walmart SUPERCENTER 3221,Super Store,515,E 4th St, ,Watkins Glen,NY,14891,1218,SCHUYLER,42.38316,-76.86444,2003-02-06,,0,0,0
646194,784571,WATKINS GLEN FARMERS MARKET - FM  ,Farmers' Market,200,5th St, ,Watkins Glen,NY,14891, ,SCHUYLER,42.38055,-76.8711,2006-05-24,2018-12-20,0,1,0
646197,600440,WAYNE MARKET  ,Convenience Store,7,Route 230, ,Dundee,NY,14837,9533,SCHUYLER,42.4712,-77.10639,1998-05-13,2019-07-22,0,1,0
646750,1056096,7 Eleven 35084H,Convenience Store,26,E Naples St, ,Wayland,NY,14572,1137,STEUBEN,42.56782,-77.58997,2012-06-15,,0,0,0
646751,1071734,7 Eleven 35099H,Convenience Store,51,Seneca St, ,Hornell,NY,14843,1323,STEUBEN,42.32892,-77.66125,2012-09-14,2018-02-12,0,1,0
646752,1071737,7 Eleven 35096H,Convenience Store,315,Canisteo St, ,Hornell,NY,14843,1816,STEUBEN,42.31929,-77.66216,2012-09-14,2018-06-11,0,1,0
646753,1077576,7 Eleven 35092H,Convenience Store,47,Main St, ,Addison,NY,14801,1226,STEUBEN,42.10599,-77.23395,2012-10-28,,0,0,0
646754,1080880,7 Eleven 35111H,Convenience Store, ,Rt 36 & Hurlburt St, ,Arkport,NY,14807, ,STEUBEN,42.39396,-77.69656,2012-12-08,2018-03-18,0,1,0
646755,1328167,7 Eleven 35123J,Convenience Store,122,Victory Hwy, ,Painted Post,NY,14870,9194,STEUBEN,42.17133,-77.1073,2018-07-03,,1,0,0
646756,1407233,7 Eleven 35096J,Convenience Store,315,Canisteo St, ,Hornell,NY,14843,1816,STEUBEN,42.31929,-77.66215,2020-05-21,,1,0,0
646758,1073534,7 Eleven (35123) 35123,Convenience Store,122,Victory Hwy, ,Painted Post,NY,14870,9194,STEUBEN,42.17145,-77.10756,2012-10-21,2017-06-13,0,1,0
646759,1288517,7 Eleven Store 35123A,Convenience Store,122,Victory Hwy, ,Painted Post,NY,14870,9194,STEUBEN,42.17133,-77.1073,2017-07-06,2018-07-02,1,1,1
646760,1312792,7 Eleven Store 35099A,Convenience Store,51,Seneca St, ,Hornell,NY,14843,1323,STEUBEN,42.32886,-77.66125,2018-03-01,,1,0,0
646761,1315987,7 Eleven Store 35111A,Convenience Store,26,Main St, ,Arkport,NY,14807,9785,STEUBEN,42.3937,-77.69556,2018-04-03,,1,0,0
646762,234404,A & A FOOD MART  ,Convenience Store,523,E High St, ,Painted Post,NY,14870,1329,STEUBEN,42.15599,-77.08258,2003-09-05,,0,0,0
646768,1239531,Addison Shurfine Market LLC  ,Medium Grocery Store,141,Front St, ,Addison,NY,14801,1116,STEUBEN,42.11396,-77.21911,2016-05-31,2017-07-02,0,1,0
646770,582392,ALDI  20,Supermarket,1191, County Road 66, ,HORNELL,NY,14843, ,STEUBEN,42.36601,-77.67303,1996-10-22,,0,0,0
646771,980545,Aldi 60,Supermarket,3133,Silverback Ln, ,Painted Post,NY,14870,8914,STEUBEN,42.15408,-77.104,2010-11-18,,0,0,0
646776,316733,AVOCA MARKET INC  ,Convenience Store,7,N Main St, ,Avoca,NY,14809,9705,STEUBEN,42.40985,-77.4214,2003-07-02,2018-12-20,0,1,0
646777,1087479,Bath Baptist Church  ,Food Buying Co-op,14,Howell St, ,Bath,NY,14810,1505,STEUBEN,42.3348,-77.32092,2013-03-08,2018-03-16,0,1,0
646779,1051950,Bath Save-A-Lot 24890,Supermarket,400,W Morris St, ,Bath,NY,14810,1039,STEUBEN,42.34172,-77.33688,2012-08-06,,0,0,0
646782,1159715,Big Lots 5294,Combination Grocery/Other,96,Victory Hwy, ,Painted Post,NY,14870,1007,STEUBEN,42.16994,-77.10294,2014-07-11,,0,0,0
646783,995579,Blacks Citgo Auto Service & Sales  ,Convenience Store,137,E Pulteney St, ,Corning,NY,14830,2261,STEUBEN,42.15142,-77.05508,2011-04-08,2021-02-19,0,1,0
646790,453886,Byrne Dairy Corning 64,Convenience Store,207,W Pulteney St, ,Corning,NY,14830,2137,STEUBEN,42.15208,-77.07063,1996-12-16,2020-02-17,0,1,0
646791,824463,Byrne Dairy South Corning 70,Convenience Store,417,Park Ave, ,Corning,NY,14830,3435,STEUBEN,42.12648,-77.03461,2007-07-16,,0,0,0
646795,1094023,C J General Store  ,Convenience Store,892,State Route 36, ,Troupsburg,NY,14885,9746,STEUBEN,42.04404,-77.54636,2013-05-03,2019-08-21,0,1,0
646799,1164501,Cameron Mills Market  ,Small Grocery Store,7065,County Route 119, ,Cameron Mills,NY,14820,9773,STEUBEN,42.18061,-77.36501,2014-09-12,,0,0,0
646801,236254,CAMPBELL GROCERY  ,Convenience Store,8494,County Route 333, ,Campbell,NY,14821, ,STEUBEN,42.23281,-77.19689,2001-04-20,2017-07-11,0,1,0
646802,1289908,Campbell Grocery Llc  ,Convenience Store,8494,Main St, ,Campbell,NY,14821,9528,STEUBEN,42.23279,-77.19679,2017-07-27,2018-09-03,1,1,1
646804,1315277,"Canisteo Shurfine, Llc  ",Medium Grocery Store,21,Main St, ,Arkport,NY,14807,9784,STEUBEN,42.39348,-77.69555,2018-03-31,,1,0,0
646805,1281616,"Canisteo Shurfine, Llc/Canisteo Shurfine  ",Supermarket,56,W Main St, ,Canisteo,NY,14823,1034,STEUBEN,42.27493,-77.60794,2017-04-28,,1,0,0
646806,338206,CAREY'S GROCERY  ,Convenience Store,11,Maple Ave, ,Cohocton,NY,14826, ,STEUBEN,42.5006,-77.49377,1974-07-05,2021-09-16,0,0,0
646807,1249356,Cca - Bath Farm To Preschool Farmers Market  ,Farmers' Market,36,E Morris St, ,Bath,NY,14810,1643,STEUBEN,42.33227,-77.31501,2016-06-20,2017-10-15,0,1,0
646808,1249358,Cca - Corning Farm To Preschool Farmers Market  ,Farmers' Market,428,Watauga Avenue Ext, ,Corning,NY,14830,3450,STEUBEN,42.13571,-77.03831,2016-06-22,2017-10-15,0,1,0
646809,1249357,Cca - Hornell Farm To Preschool Farmers Market  ,Farmers' Market,233,Main St, ,Hornell,NY,14843,1542,STEUBEN,42.32554,-77.65605,2016-06-21,2017-10-15,0,1,0
646818,1175703,Corning Winter Farmers' Market  ,Farmers' Market,1,West Market Street, ,Corning,NY,14830, ,STEUBEN,42.14345,-77.05462,2014-11-20,2019-09-20,0,1,0
646823,1293984,Crosby's 40057,Convenience Store,41,S Main St, ,Prattsburgh,NY,14873,9419,STEUBEN,42.52208,-77.28902,2017-08-07,,1,0,0
646824,1293997,Crosby's 40066,Convenience Store,99,S Main St, ,Avoca,NY,14809,9785,STEUBEN,42.40071,-77.41946,2017-08-07,,1,0,0
646825,1294009,Crosby's 40080,Convenience Store,336,Washington St, ,Bath,NY,14810, ,STEUBEN,42.33782,-77.3311,2017-08-07,2018-09-03,1,1,1
646826,1294020,Crosby's 40089,Convenience Store,290,Main St, ,Hornell,NY,14843,1533,STEUBEN,42.32426,-77.65244,2017-08-07,2018-09-03,1,1,1
646827,718644,CVS PHARMACY  5017,Combination Grocery/Other,36,Liberty St, ,Bath,NY,14810,1523,STEUBEN,42.33472,-77.31825,2001-02-27,2017-06-22,0,1,0
646828,956480,CVS Pharmacy 5074,Combination Grocery/Other,100,E Naples St, ,Wayland,NY,14572,1108,STEUBEN,42.56787,-77.5893,2010-06-10,,0,0,0
646829,702072,CY'S SHURFINE FOODMART  ,Large Grocery Store,21,Main St, ,Arkport,NY,14807, ,STEUBEN,42.39336,-77.69553,1971-12-23,2018-04-17,0,1,0
646830,1010568,Cy's Shurfine Foodmart - Canisteo  ,Large Grocery Store,56,W Main St, ,Canisteo,NY,14823,1034,STEUBEN,42.27464,-77.60781,2011-06-27,2017-11-29,0,1,0
646832,784023,Dandy Mini Mart 52,Convenience Store,11979,E Corning Rd, ,Corning,NY,14830,3662,STEUBEN,42.12569,-76.98665,2006-04-05,,0,0,0
646833,1044216,Dandy Mini Mart 58,Convenience Store,8708,Main St, ,Campbell,NY,14821,9647,STEUBEN,42.22823,-77.18369,2012-02-22,,0,0,0
646834,1044225,Dandy Mini Mart 35,Convenience Store,304,S Hamilton St, ,Painted Post,NY,14870,9702,STEUBEN,42.14771,-77.10873,2012-02-22,,0,0,0
646835,1457540,Dandy Mini Mart 84,Convenience Store,137,E Pulteney St, ,Corning,NY,14830,2261,STEUBEN,42.15165,-77.05493,2021-07-15,,0,0,0
646838,1222073,Dave's Produce  ,Fruits/Veg Specialty,6719,State Route 415, ,Bath,NY,14810,7709,STEUBEN,42.32583,-77.29073,2017-05-29,2017-11-29,1,1,1
646842,634170,Dollar General 9732,Combination Grocery/Other,303,N Lackawanna St, ,Wayland,NY,14572,9504,STEUBEN,42.57363,-77.58965,2004-07-29,,0,0,0
646843,359054,Dollar General 9419,Combination Grocery/Other,20,Tuscarora St, ,Addison,NY,14801,1230,STEUBEN,42.10387,-77.23587,2004-07-29,,0,0,0
646844,350936,Dollar General 8149,Combination Grocery/Other,7451,Seneca Rd N, ,Hornell,NY,14843,9642,STEUBEN,42.36234,-77.66613,2004-07-29,,0,0,0
646845,740570,Dollar General 6795,Combination Grocery/Other,82,Victory Hwy, ,Painted Post,NY,14870,1007,STEUBEN,42.16965,-77.10189,2005-01-11,,0,0,0
646846,762228,Dollar General 7505,Combination Grocery/Other,7183,State Route 54,Suite 101,Bath,NY,14810,9502,STEUBEN,42.35062,-77.30632,2005-08-05,,0,0,0
646847,774829,Dollar General 10186,Combination Grocery/Other,187,Main St, ,Hornell,NY,14843, ,STEUBEN,42.32655,-77.6588,2005-12-14,,0,0,0
646848,827717,Dollar General 7420,Combination Grocery/Other,7078,State Route 415, ,Bath,NY,14810,7509,STEUBEN,42.34582,-77.34,2007-07-20,,0,0,0
646849,872946,Dollar General 8446,Combination Grocery/Other,54B,W Main St, ,Canisteo,NY,14823,1034,STEUBEN,42.27467,-77.60778,2008-11-15,,0,0,0
646850,1128956,Dollar General 14692,Combination Grocery/Other,10632,S Main St,,Prattsburgh,NY,14873,9420,STEUBEN,42.5155,-77.28857,2013-12-27,,0,0,0
646851,1210749,Dollar General 15759,Combination Grocery/Other,4,W Lamoka Ave, ,Savona,NY,14879, ,STEUBEN,42.28906,-77.21957,2015-09-08,,0,0,0
646852,1269854,Dollar General 17267,Combination Grocery/Other,95,S Main St, ,Avoca,NY,14809,9785,STEUBEN,42.40075,-77.41948,2017-01-12,,0,0,0
646853,1332229,Dollar General 18917,Combination Grocery/Other,3851,State Route 417, ,Jasper,NY,14855,9769,STEUBEN,42.12116,-77.50136,2018-08-21,,1,0,0
646854,1370238,Dollar General 19743,Combination Grocery/Other,19,N Dansville St, ,Cohocton,NY,14826,9714,STEUBEN,42.50407,-77.50858,2019-06-26,,1,0,0
646855,1392751,Dollar General 20710,Combination Grocery/Other,1084,Caton Road, ,Corning,NY,14830, ,STEUBEN,42.05651,-77.02831,2020-01-06,,1,0,0
646856,1466904,Dollar General 22635,Combination Grocery/Other,6758,Route 415, ,Bath,NY,14810, ,STEUBEN,42.32897,-77.2982,2021-08-19,,0,0,0
646857,1470824,Dollar General 22186,Combination Grocery/Other,8569,Main Street, ,Campbell,NY,14821, ,STEUBEN,42.22974,-77.19075,2021-09-13,,0,0,0
646858,982061,Dollar Tree 2588,Combination Grocery/Other,3159,Silverback Ln,Ste 105,Painted Post,NY,14870,8924,STEUBEN,42.15462,-77.10456,2010-12-01,,0,0,0
646860,1047754,Dollar Tree 453,Combination Grocery/Other,1000A,State Route 36, ,Hornell,NY,14843,9300,STEUBEN,42.34669,-77.66677,2012-03-01,,0,0,0
646861,1233385,Dollar Tree 6285,Combination Grocery/Other,330,W Washington St,Unit 5,Bath,NY,14810,1024,STEUBEN,42.33781,-77.33087,2016-01-19,,0,0,0
